Test_ID,Dataset_Name,Prompt_Type,Description_Source,Description_Text,Related_Profile_JSON,Completeness_Score,Conciseness_Score,Readability_Score,Raw_Scores_JSON,Evaluation_Date,Reference_Description,dataset_id,bert_precision,bert_recall,bert_f1,rouge1,rouge2,rougeL,rougeLsum,coverage_overall,coverage_basic_info,coverage_data_characteristics,coverage_provenance,coverage_usage_context,coverage_quality_and_limitations
Vanilla_AutoDDG-161342,Summary-level data from meta-analysis of fat distribution phenotypes in UK Biobank and GIANT,,Vanilla_AutoDDG,"This dataset contains genetic variant data with corresponding information such as frequency of tested allele, beta value, standard error, p-value, number of observations, and info score. The data spans across different chromosomes and positions, providing a comprehensive view of genetic variations. Each entry includes the chromosome number, position, SNP identifier, tested and other alleles, frequency of tested allele, beta value, standard error, p-value, number of observations, and info score. This dataset can be used for research in human genetics, studying the relationship between genetic variants and diseases, or understanding population genetics. The data is suitable for analysis using statistical and bioinformatics tools to uncover patterns and correlations within the genetic data.",,8,8,9,"{""completeness"": 8, ""conciseness"": 8, ""readability"": 9}",2025-12-04 16:13:42,"CHR: Chromosome; POS: Chromosomal position of the SNP, build hg19; SNP: the dbSNP151 identifier of the SNP, followed by the first allele and second allele of the SNP, delimited with a colon. A small number of SNPs (<9,000) from the GIANT data had no dbSNP151 identifier, and are left as just an rsID. Note that these SNPs are also missing chromosome and position information (not provided in the GIANT data). Tested_Allele: the allele for which all association statistics are reported; Other_Allele: the other allele at the SNP; Freq_Tested_Allele: frequency of the tested allele; BETA: the effect size of the tested allele; SE: the standard error of the beta; P: the p-value of the SNP, as reported from the inverse variance-weighted fixed effects meta-analysis; N: the total sample size for this SNP; INFO: the imputation quality (info score) of the SNP, as reported by UK Biobank. A number between 0 and 1 indicating quality of imputation (0, poor quality; 1, high quality or genotyped). Note that the summary-level GIANT data does not report info score, so SNPs appearing only in the GIANT analysis do not have info scores.",Summary-level data from meta-analysis of fat distribution phenotypes in UK Biobank and GIANT,0.8436629772186279,0.8060727119445801,0.8244395852088928,0.3689320388349515,0.08469055374592833,0.21359223300970873,0.21359223300970873,0.15000000000000002,0.3333333333333333,0.2,0.0,0.25,0.0
Augmented_AutoDDG-161655,Summary-level data from meta-analysis of fat distribution phenotypes in UK Biobank and GIANT,research_long_v1-llama70q3,Augmented_AutoDDG,"This dataset contains genetic variant data with corresponding information such as frequency of tested allele, beta value, standard error, p-value, sample size, and info score. The data is represented in a structured format with each row corresponding to a specific genetic variant. The columns include chromosome number, position, SNP ID, tested allele, other allele, frequency of tested allele, beta value, standard error, p-value, sample size, and info score. The dataset appears to be related to human genetics research, specifically focusing on the association between obesity and blood traits. It can be used for genetic association studies, exploring the relationship between genetic variants and complex traits such as obesity.","{""summary"": ""This is a JSON (JavaScript Object Notation) file that contains metadata about a research paper titled \""Genetic associations between obesity and blood traits\"" by Thom et al.\n\nHere's a breakdown of the contents:\n\n* **Authors**: The authors of the paper are listed, along with their affiliations and ORCID identifiers.\n* **Title**: The title of the paper is \""Genetic associations between obesity and blood traits\"".\n* **Abstract**: A brief summary of the paper is provided.\n* **Funding**: Information about the funding sources for the research is included.\n* **Author contributions**: The contributions of each author to the research are described.\n* **Data availability**: Information about the data used in the study is provided, including links to publicly available datasets.\n* **Supplementary files**: Additional files that accompany the paper are listed.\n\nThe JSON file contains a structured representation of this metadata, using key-value pairs to store the information. For example:\n\n```\n{\n  \""authors\"": [\n    {\n      \""name\"": \""Christopher S Thom\"",\n      \""affiliation\"": \""Children's Hospital of Philadelphia\"",\n      \""orcid\"": \""http://orcid.org/0000-0003-1830-9922\""\n    },\n    ...\n  ],\n  \""title\"": \""Genetic associations between obesity and blood traits\"",\n  \""abstract\"": \""...\"",\n  \""funding\"": [\n    {\n      \""agency\"": \""National Institutes of Health\"",\n      \""grant_number\"": \""T32 HD043021\"",\n      \""author\"": \""Christopher S Thom\""\n    },\n    ...\n  ],\n  \""data_availability\"": {\n    \""datasets\"": [\n      {\n        \""title\"": \""Blood Trait Summary Statistics (UKBB)\"",\n        \""url\"": \""ftp:// ftp. sanger. ac. uk/ pub/ project/ humgen/ summary_ statistics/ UKBB_ blood_ cell_ traits/\"",\n        \""database\"": \""GWAS Catalog\"",\n        \""identifier\"": \""GCST90002379-GCST90002407\""\n      },\n      ...\n    ]\n  }\n}\n```\n\nOverall, this JSON file provides a structured representation of the metadata associated with the research paper, making it easier to access and reuse the information."", ""dataset_name"": ""Summary-level data from meta-analysis of fat distribution phenotypes in UK Biobank and GIANT"", ""source_length"": 38858, ""full_source_length"": 35634, ""num_context_blocks"": 1}",8,8,9,"{""completeness"": 8, ""conciseness"": 8, ""readability"": 9}",2025-12-04 16:16:55,"CHR: Chromosome; POS: Chromosomal position of the SNP, build hg19; SNP: the dbSNP151 identifier of the SNP, followed by the first allele and second allele of the SNP, delimited with a colon. A small number of SNPs (<9,000) from the GIANT data had no dbSNP151 identifier, and are left as just an rsID. Note that these SNPs are also missing chromosome and position information (not provided in the GIANT data). Tested_Allele: the allele for which all association statistics are reported; Other_Allele: the other allele at the SNP; Freq_Tested_Allele: frequency of the tested allele; BETA: the effect size of the tested allele; SE: the standard error of the beta; P: the p-value of the SNP, as reported from the inverse variance-weighted fixed effects meta-analysis; N: the total sample size for this SNP; INFO: the imputation quality (info score) of the SNP, as reported by UK Biobank. A number between 0 and 1 indicating quality of imputation (0, poor quality; 1, high quality or genotyped). Note that the summary-level GIANT data does not report info score, so SNPs appearing only in the GIANT analysis do not have info scores.",Summary-level data from meta-analysis of fat distribution phenotypes in UK Biobank and GIANT,0.8494769334793091,0.8065419793128967,0.8274528384208679,0.33986928104575165,0.07894736842105263,0.19607843137254902,0.19607843137254902,0.25,0.6666666666666666,0.2,0.0,0.5,0.0
Vanilla_AutoDDG-161741,Coronavirus disease (COVID-19) case data - South Africa,,Vanilla_AutoDDG,"This dataset contains COVID-19 case data from South Africa, with each row representing a specific date and including various metrics such as confirmed cases, deaths, etc. The dataset spans multiple years, providing a comprehensive view of the pandemic's progression in the country. It includes data on cases by province, allowing for regional analysis and comparison. The dataset can be used to track the spread of COVID-19 in South Africa, identify trends and patterns, and inform public health decisions.",,8,8,9,"{""completeness"": 8, ""conciseness"": 8, ""readability"": 9}",2025-12-04 16:17:41,"COVID-19 Data for South Africa created, maintained, and hosted by the DSFSI research group at the University of Pretoria; Disclaimer: We work to keep the data as accurate as possible, collating COVID-19 reporting data from NICD and the South Africa DoH and updating only after official reports or statements; other data is kept as accurate as possible, and errors can be reported to us.",Coronavirus disease (COVID-19) case data - South Africa,0.8508612513542175,0.8437269926071167,0.8472791314125061,0.3537414965986394,0.08275862068965517,0.21768707482993196,0.21768707482993196,0.24,0.6666666666666666,0.2,0.2,0.25,0.0
Augmented_AutoDDG-162039,Coronavirus disease (COVID-19) case data - South Africa,research_long_v1-llama70q3,Augmented_AutoDDG,"This dataset contains COVID-19 case data for South Africa, with each row representing a specific date and including various metrics such as confirmed cases, deaths, etc. The key columns include ""date"", ""YYYYMMDD"", and province-specific columns (e.g., ""EC"", ""FS"", ""GP""). The semantic profile of the dataset indicates that it contains temporal data, with some columns representing amounts or measurements. The topic of this dataset appears to be COVID-19 cases in South Africa, making it useful for pandemic statistics and research.  The dataset was used in a research article to analyze the epidemiological characteristics of COVID-19 variants in South Africa. The authors validated their model using retrospective prediction and provided variant-specific estimates for the Alpha, Beta, Delta, and Omicron (BA.1) waves. The study highlights the importance of understanding the transmissibility, hospitalization rates, and fatality risks of different variants.  The dataset was acquired from publicly available sources, including Google Community Mobility Reports, Our World in Data, and the Department of Health Republic of South Africa. The authors acknowledge that their model has limitations, but the dataset remains a valuable resource for researchers studying the COVID-19 pandemic in South Africa.","{""summary"": ""The text appears to be a research article about the COVID-19 pandemic in South Africa, specifically focusing on the epidemiological characteristics of the virus and its variants. The article discusses various aspects of the pandemic, including:\n\n1. Data sources and processing: The authors used publicly available data from various sources, including Google Community Mobility Reports, Our World in Data, and the Department of Health Republic of South Africa.\n2. Model validation: The authors validated their model using retrospective prediction, comparing predicted cases and deaths to reported data unknown to the model.\n3. Epidemiological characteristics: The article discusses the epidemiological characteristics of COVID-19 variants, including transmissibility, hospitalization rates, and fatality risks.\n4. Variant-specific estimates: The authors provide variant-specific estimates for the Alpha, Beta, Delta, and Omicron (BA.1) waves in South Africa.\n5. Model parameters: The article discusses various model parameters, including population susceptibility, infection detection rate, and fatality risk.\n\nThe text also includes:\n\n* A list of supplementary files, including a MDAR checklist\n* Information about data availability and code accessibility\n* Acknowledgments and funding information\n* Author contributions and ORCIDs\n\nOverall, the article appears to be a comprehensive analysis of the COVID-19 pandemic in South Africa, focusing on the epidemiological characteristics of the virus and its variants."", ""dataset_name"": ""Coronavirus disease (COVID-19) case data - South Africa"", ""source_length"": 59541, ""full_source_length"": 56551, ""num_context_blocks"": 1}",8,6,7,"{""completeness"": 8, ""conciseness"": 6, ""readability"": 7}",2025-12-04 16:20:39,"COVID-19 Data for South Africa created, maintained, and hosted by the DSFSI research group at the University of Pretoria; Disclaimer: We work to keep the data as accurate as possible, collating COVID-19 reporting data from NICD and the South Africa DoH and updating only after official reports or statements; other data is kept as accurate as possible, and errors can be reported to us.",Coronavirus disease (COVID-19) case data - South Africa,0.8175504803657532,0.8385065197944641,0.8278959393501282,0.22307692307692306,0.05426356589147287,0.16923076923076924,0.16923076923076924,0.43,0.6666666666666666,0.2,0.4,0.75,0.25
Vanilla_AutoDDG-162127,European database of processing factors for pesticides residues in food,,Vanilla_AutoDDG,"This dataset contains pesticide residue data from various food products, providing insights into food safety and pesticide usage. It includes information on active substances, raw primary commodities, processed commodities, matrix codes, and more. The dataset can be used to analyze pesticide residues in different food products, identify trends and patterns, and inform decisions related to food safety and pesticide regulation. With over 300 unique values for active substances and 88 unique values for raw primary commodities, this dataset offers a comprehensive look at pesticide residues in the food industry.",,8,8,9,"{""completeness"": 8, ""conciseness"": 8, ""readability"": 9}",2025-12-04 16:21:27,"EFSA is regularly evaluating pesticide occurrence data in food generated under the official monitoring programs of Member States with respect to consumer exposure and risk assessment; most of these data refer to raw commodities (RAC) because maximum residue levels established under European legislation reflect pesticide residues only in the RAC; however, food processing operations can have decisive effects on pesticide residue levels and therefore consumer exposure, and this database has been developed to compile validated processing factors for pesticide residues in food in line with the EFSA food classification and description system (FoodEx2).",European database of processing factors for pesticides residues in food,0.8679076433181763,0.8449804782867432,0.8562905788421631,0.34065934065934067,0.05555555555555556,0.2087912087912088,0.2087912087912088,0.15,0.6666666666666666,0.0,0.0,0.25,0.0
Augmented_AutoDDG-162414,European database of processing factors for pesticides residues in food,research_long_v1-llama70q3,Augmented_AutoDDG,"This dataset contains information about pesticide residues in various food products, including raw primary commodities and processed commodities. The data includes details such as the active substance, matrix code, RPC code, raw primary commodity, processed commodity, and study reference. It also provides information on processing codes, yield factors, mass balance, storage conditions, and analytical methods used to determine pesticide residues. The dataset can be used for food safety assessments and risk analysis of pesticide residues in different food products. Researchers have utilized this dataset to update the EU database of processing factors and provide recommendations for improving transparency and traceability of processing studies underlying a PF.","{""summary"": ""{\n  \""title\"": \""Update EU database of processing factors\"",\n  \""author\"": \""\"",\n  \""year\"": \""\"",\n  \""study_number\"": \""\"",\n  \""doi\"": \""10.2903/sp.efsa.2022.EN-7453\"",\n  \""url\"": \""https://efsa.onlinelibrary.wiley.com/doi/10.2903/sp.efsa.2022.EN-7453\"",\n  \""database\"": \""EU database of processing factors\"",\n  \""recommendations\"": [\n    {\n      \""text\"": \""Establish a mechanism for regular updates of the EU database of processing factors.\""\n    },\n    {\n      \""text\"": \""Align raw commodity categories used with respect to storage stability and analytical methods.\""\n    },\n    {\n      \""text\"": \""Improve transparency and traceability of processing studies underlying a PF.\""\n    },\n    {\n      \""text\"": \""Envisage a sufficient number of independent processing trials when setting up a study.\""\n    },\n    {\n      \""text\"": \""Discuss at OECD level if the current minimum requirement of 2-3 studies is sufficient to yield reliable median factors.\""\n    },\n    {\n      \""text\"": \""Align PARAM codes with the wording used in the legal text.\""\n    },\n    {\n      \""text\"": \""Extend the processing database by including physico-chemical properties of active substances.\""\n    },\n    {\n      \""text\"": \""Establish a set of quality criteria for drying factors and provide recommendations for extrapolation.\""\n    }\n  ]\n}"", ""dataset_name"": ""European database of processing factors for pesticides residues in food"", ""source_length"": 74618, ""full_source_length"": 70953, ""num_context_blocks"": 1}",8,6,7,"{""completeness"": 8, ""conciseness"": 6, ""readability"": 7}",2025-12-04 16:24:14,"EFSA is regularly evaluating pesticide occurrence data in food generated under the official monitoring programs of Member States with respect to consumer exposure and risk assessment; most of these data refer to raw commodities (RAC) because maximum residue levels established under European legislation reflect pesticide residues only in the RAC; however, food processing operations can have decisive effects on pesticide residue levels and therefore consumer exposure, and this database has been developed to compile validated processing factors for pesticide residues in food in line with the EFSA food classification and description system (FoodEx2).",European database of processing factors for pesticides residues in food,0.8608681559562683,0.8500688076019287,0.8554343581199646,0.37185929648241206,0.06091370558375634,0.19095477386934673,0.19095477386934673,0.2,0.6666666666666666,0.0,0.0,0.5,0.0
Vanilla_AutoDDG-162459,The Global Carbon Project's fossil CO2 emissions dataset,,Vanilla_AutoDDG,"This dataset contains carbon emissions data from various countries around the world, covering multiple years. It includes information on total emissions, as well as breakdowns by type, such as coal, oil, gas, cement, flaring, and other sources. The data is represented in terms of both absolute quantities and per-capita values. With its comprehensive coverage of different energy sources and temporal scope, this dataset can be used for analyzing trends in carbon emissions, comparing emission levels across countries, and studying the impact of different energy sources on overall emissions.",,8,8,9,"{""completeness"": 8, ""conciseness"": 8, ""readability"": 9}",2025-12-04 16:24:59,The Global Carbon Project (GCP) has published global and national fossil CO₂ emissions estimates since 2001—evolving from simple republications to refined methodologies—providing the 2021 fossil CO₂ dataset in absolute and per-capita forms with JSON metadata and a developing file documenting the source of each data point.,The Global Carbon Project's fossil CO2 emissions dataset,0.8461469411849976,0.8305400609970093,0.8382708430290222,0.26086956521739135,0.029411764705882356,0.18840579710144928,0.18840579710144928,0.24,0.3333333333333333,0.4,0.2,0.25,0.0
Augmented_AutoDDG-162837,The Global Carbon Project's fossil CO2 emissions dataset,research_long_v1-llama70q3,Augmented_AutoDDG,"This dataset contains carbon emissions data for various countries across different years. It includes information such as total emissions, coal, oil, gas, cement, flaring, and other sources of emissions, as well as per capita emissions. The dataset covers a range of years from 1750 to 2020 and features 232 unique countries. The semantic profile indicates that the data is spatially resolved at the country level and contains temporal information at the year level. The key variables include total emissions, coal, oil, gas, cement, flaring, other sources, and per capita emissions.  The dataset can be used to analyze carbon emissions trends over time and across different countries, as well as to explore the relationship between economic growth and emissions. Research using this dataset has highlighted the need for high-income countries to abandon aggregate economic growth and adopt equitable and sufficiency-oriented post-growth policies to reduce emissions in line with the Paris Agreement.  The data was acquired from various sources including the Global Carbon Project, World Bank, Organisation for Economic Co-operation and Development, and United Nations Population Division. The study used this dataset to examine the relationship between economic growth and carbon emissions, finding that degrowth policies are necessary to achieve significant emission reductions. Limitations of the study include the reliance on consumption-based emissions data, which may not accurately reflect production-based emissions.","{""summary"": ""{\n  \""title\"": \""Green growth or degrowth?\"",\n  \""authors\"": [\n    {\n      \""name\"": \""Jason Hickel\"",\n      \""affiliation\"": \""ICTA-UAB\""\n    },\n    {\n      \""name\"": \""Jefim Vogel\"",\n      \""affiliation\"": \""University of Leeds\""\n    }\n  ],\n  \""abstract\"": \""High-income countries must abandon the pursuit of aggregate economic growth and adopt equitable and sufficiency-oriented post-growth policies to reduce emissions in line with the Paris Agreement.\"",\n  \""keywords\"": [\n    \""green growth\"",\n    \""degrowth\"",\n    \""post-growth\"",\n    \""climate change\"",\n    \""sustainability\""\n  ],\n  \""funding\"": [\n    {\n      \""agency\"": \""Leverhulme Trust\"",\n      \""grant_number\"": \""RL-2016\u2013048\""\n    },\n    {\n      \""agency\"": \""Spanish Ministry of Science and Innovation\"",\n      \""programme\"": \""Mar\u00eda de Maeztu Unit of Excellence\"",\n      \""grant_number\"": \""CEX2019\u2013374 000940-M\""\n    }\n  ],\n  \""data_availability\"": [\n    {\n      \""source\"": \""Global Carbon Project\"",\n      \""url\"": \""\""\n    },\n    {\n      \""source\"": \""World Bank\"",\n      \""url\"": \""\""\n    },\n    {\n      \""source\"": \""Organisation for Economic Co-operation and Development\"",\n      \""url\"": \""\""\n    },\n    {\n      \""source\"": \""United Nations Population Division\"",\n      \""url\"": \""\""\n    }\n  ],\n  \""acknowledgments\"": [\n    {\n      \""name\"": \""Aljo\u0161a Slamer\u0161ak\"",\n      \""contribution\"": \""feedback on an earlier draft\""\n    },\n    {\n      \""name\"": \""William Lamb\"",\n      \""contribution\"": \""initial methodological input\""\n    },\n    {\n      \""name\"": \""Glen Peters\"",\n      \""contribution\"": \""explanations on the Global Carbon Budget consumption-based emissions data\""\n    }\n  ]\n}"", ""dataset_name"": ""The Global Carbon Project's fossil CO2 emissions dataset"", ""source_length"": 54013, ""full_source_length"": 49481, ""num_context_blocks"": 1}",9,8,9,"{""completeness"": 9, ""conciseness"": 8, ""readability"": 9}",2025-12-04 16:28:37,The Global Carbon Project (GCP) has published global and national fossil CO₂ emissions estimates since 2001—evolving from simple republications to refined methodologies—providing the 2021 fossil CO₂ dataset in absolute and per-capita forms with JSON metadata and a developing file documenting the source of each data point.,The Global Carbon Project's fossil CO2 emissions dataset,0.8105553984642029,0.8207536935806274,0.8156226873397827,0.18248175182481752,0.04411764705882353,0.10948905109489053,0.10948905109489053,0.39,0.6666666666666666,0.4,0.2,0.5,0.25
Vanilla_AutoDDG-201017,TetrapodTraits Database,,Vanilla_AutoDDG,"This dataset provides comprehensive information about various species, including their taxonomic classification, physical characteristics, and geographic distribution. The data encompasses multiple domains such as biology, ecology, geography, and climate science, making it a valuable resource for researchers and scientists. With its detailed semantic profile, the dataset offers insights into the relationships between different variables and can be used to analyze patterns and trends in species diversity, habitat characteristics, and environmental factors. It is particularly useful for studies on avian taxonomy, neotropical bird species, and snake species diversity, among others.",,8,6,7,"{""completeness"": 8, ""conciseness"": 6, ""readability"": 7}",2025-12-04 20:10:17,"TetrapodTraits_1.0.0.csv – the complete TetrapodTraits database, with missing data entries in natural history traits (body length, body mass, activity time, and microhabitat) replaced by the average across the 10K imputed values obtained through phylogenetic multiple imputation. Please note that imputed microhabitat (attribute fields: Fos, Ter, Aqu, Arb, Aer) and imputed activity time (attribute fields: Diu, Noc) are continuous variables within the 0-1 range interval. At the user's discretion, the types of microhabitat and activity time can be transformed into binary variables using a predefined threshold (e.g., 0.50), although we recommend utilizing the original imputed values.",TetrapodTraits Database,0.8324316740036011,0.797561526298523,0.8146235942840576,0.1675392670157068,0.010582010582010583,0.10471204188481675,0.10471204188481675,0.15,0.3333333333333333,0.0,0.0,0.5,0.0
Augmented_AutoDDG-201306,TetrapodTraits Database,research_long_v1-llama70q3,Augmented_AutoDDG,"This dataset contains natural history data for over 10,000 species of tetrapods, including birds, mammals, reptiles, and amphibians. The data were collected from a variety of sources, including scientific literature, online databases, and museum collections, and curated using a combination of manual and automated methods to ensure accuracy. Key variables include body length, mass, habitat, diet, and geographic range, among others. The dataset was used in a study to analyze patterns of missing data and biases in species representation, and to develop a method for imputing missing data using machine learning algorithms.","{""summary"": ""The text appears to be a scientific paper or article discussing the creation of a database called TetrapodTraits, which contains natural history data for tetrapods (four-legged animals). The paper describes the methods used to collect and curate the data, as well as the results of an analysis of the data.\n\nHere are some key points from the text:\n\n* The TetrapodTraits database was created by a team of researchers led by Mario R. Moura.\n* The database contains natural history data for over 10,000 species of tetrapods, including birds, mammals, reptiles, and amphibians.\n* The data were collected from a variety of sources, including scientific literature, online databases, and museum collections.\n* The team used a combination of manual and automated methods to curate the data and ensure its accuracy.\n* The analysis of the data revealed patterns of missing data and biases in the representation of certain species or groups.\n* The team developed a method for imputing missing data using machine learning algorithms, which was able to accurately predict missing values in many cases.\n* The results of the analysis have implications for the study of tetrapod evolution, ecology, and conservation.\n\nOverall, the paper appears to be a technical report on the creation and analysis of the TetrapodTraits database, and is likely intended for an audience of scientists and researchers in the field of biology or ecology."", ""dataset_name"": ""TetrapodTraits Database"", ""source_length"": 79273, ""full_source_length"": 105977, ""num_context_blocks"": 4}",8,6,7,"{""completeness"": 8, ""conciseness"": 6, ""readability"": 7}",2025-12-04 20:13:06,"TetrapodTraits_1.0.0.csv – the complete TetrapodTraits database, with missing data entries in natural history traits (body length, body mass, activity time, and microhabitat) replaced by the average across the 10K imputed values obtained through phylogenetic multiple imputation. Please note that imputed microhabitat (attribute fields: Fos, Ter, Aqu, Arb, Aer) and imputed activity time (attribute fields: Diu, Noc) are continuous variables within the 0-1 range interval. At the user's discretion, the types of microhabitat and activity time can be transformed into binary variables using a predefined threshold (e.g., 0.50), although we recommend utilizing the original imputed values.",TetrapodTraits Database,0.8516871929168701,0.8192923069000244,0.8351757526397705,0.20512820512820512,0.04145077720207253,0.12307692307692307,0.12307692307692307,0.38,0.6666666666666666,0.2,0.4,0.5,0.25
